id,text,label,subtype,source,received,notes
s02270,Dear Customer Your SBI YONO account has been blocked ! <DATE> Please update your Pan Card http:// <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02271,"Finance the Revolution SMS ""EFF Donation"" To 38172 to donate <ACCT> To 40090 to donate <ACCT> To 42191 to donate <ACCT> Or via website <URL>",scam,other_scam,smishtank,,smishtank:others
s02272,Dear user your sbi Bank Account will be Suspended! <DATE> please update your pan card click here to link <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02273,msg:usps your package not to be delivered on a scheduled we've a problem at your adress please check and update again your adress detail at :,scam,delivery_fee,smishtank,,smishtank:delivery
s02274,Santander: Your One Time Passcode is 72518 for a purchase of 199.99 to WAITROSE. If this was NOT you get in touch with us: <PHONE> REF: 4830GB,scam,bank_phish,smishtank,,smishtank:banking
s02275,Dear Customer your SBI YONO Account Will be Suspended Today Please now visit the link,scam,bank_phish,smishtank,,smishtank:banking
s02276,Dear User your S.B.I will be <URL> please Update your PAN Card visit the link,scam,bank_phish,smishtank,,smishtank:banking
s02277,Dear HDFC User Your HDFC Netbanking will be Block <DATE> Please click on the link and update your PAN no. immediatley- <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02278,Dear SBI Customer your Account will be Suspended <URL>ease update KYC/PAN Card below link,scam,bank_phish,smishtank,,smishtank:banking
s02279,Hey mum using friends phone cos my phone smashed. can u message my temp number on whatsap its urgent <PHONE> please x,scam,impersonation,smishtank,,smishtank:hey mum/dad
s02280,Dear Sir Loan application of GITA SITARAM HARER of JLG DIRECT LINKAGE LOS No. <DATE> is Disbursed for Loan Amt 40683 Tenor 24. Rgds-HDFC Bank Ltd T&C Apply,scam,bank_phish,smishtank,,smishtank:banking
s02281,FNB:-) Your Fnb Account Is Not Updated On The Server & can be blocked Click> <URL> to Update Now with Credit Card,scam,bank_phish,smishtank,,smishtank:banking
s02282,"Suspicious login attempt from ""<ACCT> Location: "". If this wasn't you please follow the prompts at <URL> to verify your account.",scam,bank_phish,smishtank,,smishtank:banking
s02283,[Anpost]: Your parcel delivery address is wrong please update the address within <DATE> otherwise we will return: <URL>,scam,delivery_fee,smishtank,,smishtank:delivery
s02284,[] Your coupon is about to expire please redeem it in time it will become invalid after expiration your exclusive link: <URL>,scam,other_scam,smishtank,,smishtank:telecom
s02285,Dear SBI Customer Your Account Has Been Blocked Due To KYC Updated. Please Contact Customer Care <PHONE> To Continue Your Service.,scam,bank_phish,smishtank,,smishtank:banking
s02286,State-Transport: We noticed one trip record where we were unable to charge the amount due to the lack of funds. Pay manually to avoid extra fines.,scam,other_scam,smishtank,,smishtank:others
s02287,Dear Customer your SBI YON0 A/c will be suspend! please click on the link to update your Pan Card Link <URL> /zXaqWs SBI TEAM,scam,bank_phish,smishtank,,smishtank:banking
s02288,Bus reminder: Your bus cocaine has a debt that has not been processed for a long time and will be suspended from <DATE>: <URL>,scam,other_scam,smishtank,,smishtank:others
s02289,Your One Time Passcode (OTP) phone number has been changed on 21/03 at 08:33. Visit <URL> If this was NOT you.,scam,bank_phish,smishtank,,smishtank:banking
s02290,DEAR USER Your HDFC Netbanking will be Block <DATE>. Click on the link to update your PAN no.,scam,bank_phish,smishtank,,smishtank:banking
s02291,Dear Customer your SBI YONO NETBANKING Account <URL> update your PAN card KYC immediately click the link <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02292,Dear Customer Your SBI YONO account has suspended <DATE> please update your PAN CARD immediately via link <URL> Thankyou,scam,bank_phish,smishtank,,smishtank:banking
s02293,Dear Customer Your SBI YONO account has suspended <DATE> please update your PAN Card immediately via link,scam,bank_phish,smishtank,,smishtank:banking
s02294,DEAR SBI YONO USER Your A/C will be Suspended <DATE> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02295,ALERT Your Kotak credit card reward points worth Rs-9820 will expire by <URL>ndly redeem your points in cash by click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02296,SBI YONO USER Your A/C will be blocked By <DATE> Please update your PANCARD Number click here link <URL> --Update,scam,bank_phish,smishtank,,smishtank:banking
s02297,[]: Action needed Your has been disabled. To be reconnected go to: <URL>,scam,other_scam,smishtank,,smishtank:government
s02298,Dear user your HDFC Netbanking A/C will be blocked <DATE>. Please update PAN CARD Immediately.,scam,bank_phish,smishtank,,smishtank:banking
s02299,Alert Dear Customer Your ICICI BANK Account has been blocked Today Please Remember to Update Your Account/PAN Card details using this Malicious fake android (apk) file.,scam,bank_phish,smishtank,,smishtank:banking
s02300,Dear cüstomer your Electricity will be dis-connected <DATE> 9.30pm <DATE> bll not update Please Call Electricity Customer care <DATE> thank you,scam,other_scam,smishtank,,smishtank:others
s02301,Hello your credit union account has been placed on hold please verify your account below,scam,bank_phish,smishtank,,smishtank:banking
s02302,SA Post Office - The order cannot be completed due to wrong address please confirm within <DATE> as follows:,scam,delivery_fee,smishtank,,smishtank:delivery
s02303,Alert: Your UPI No. setup is still pending! Set now to receive money from any UPI App directly in your bank a/c. Click here:<URL>,scam,bank_phish,smishtank,,smishtank:banking
s02304,Dear valued customer:Standard Bank :-) Alert: Your Bank Account Online Access Is Not Updated & Account Will Be Blocked. Tap <URL> To Update Details,scam,bank_phish,smishtank,,smishtank:banking
s02305,We have paused a transaction of 930.00AUD to A If you did NOT make this Call us on 130 068 0560 to cancel this transaction. REF: AXP30.,scam,bank_phish,smishtank,,smishtank:banking
s02306,Dear Customer Your ICICI Credit Card Reward Points Worth Rs.4651 will expire By <DATE>. Kindly Redeem your points in Cash click <URL> SBGY,scam,bank_phish,smishtank,,smishtank:banking
s02307,Your card is on hold. Send 1 and unblock.,scam,bank_phish,smishtank,,smishtank:banking
s02308,DEAR SBI USER Your A/C will be blocked today.update your PANCARD <URL>rify your account login NetBanking kyc upload Click here,scam,bank_phish,smishtank,,smishtank:banking
s02309,Dear SBI User A-C Will Be block <DATE> update PAN-CARD for kyc verify login with netbenking click here link,scam,bank_phish,smishtank,,smishtank:banking
s02310,Your transaction of amount 500.0 against AEPS Cash Withdrawal dated <DATE> at 18:28:33 is successful with Txn ID/RRN <ACCT>. 363.24. Please find the receipt of your transaction at the link <URL>:5055/ap/rt?UD=a0ac017f-a8c0-45d4-9731-5bf5647b0fe8.,scam,bank_phish,smishtank,,smishtank:banking
s02311,Dear Customer your S.B.I will be <URL> please Update your PAN Card visit the link <URL> Dear Customer your S.B.I will be <URL> please Update your PAN Card visit the link <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02312,Dear Consumer your electricity power will be disconnected <DATE> at <DATE> your <DATE> not update please call our office no <PHONE> Thanks,scam,other_scam,smishtank,,smishtank:others
s02313,USPS service: Package was delayed due to incomplete door number. Reply to[ 1 ] pleas...,scam,delivery_fee,smishtank,,smishtank:delivery
s02314,DEAR HDFC USER Your HDFC Netbanking will be Block <DATE>. Please click on the link to update your PAN no. immediately- <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02315,ABSA:Notice of Payment from: T.M projects to <ACCT> Amount <ACCT>.00 Date:<DATE>. Helpline: <PHONE> <URL>. <PHONE>.,scam,bank_phish,smishtank,,smishtank:banking
s02316,Dear Customer your Paytm wallet account has been block <DATE> please Update your Pancard immediately follow the link <URL> thank you,scam,bank_phish,smishtank,,smishtank:banking
s02317,Dear Customer Your Electricity power will be disconnected. <DATE> at <DATE>. because your <DATE> bill not update. Please contact our officer <PHONE>,scam,other_scam,smishtank,,smishtank:others
s02318,hirng alert! clck on the link below to aply. team randstand.,scam,other_scam,smishtank,,smishtank:others
s02319,<DATE> is your GitHub authentication code. @<URL> #<DATE> is your GitHub authentication code. @<URL> #<ACCT>,scam,other_scam,smishtank,,smishtank:others
s02320,IHQDOE : Your account has been locked due suspicious activity. All of your last orders and subcription has been on hold until this issues fixed. Click link below to unlock your account : <URL> If you do not complete the verification process before <DATE> your Amazon account will be terminated. Sincerely Amazon Team,scam,other_scam,smishtank,,smishtank:others
s02321,I am lost in Thought i dont know what to eat <DATE> kindly decide for me,scam,impersonation,smishtank,,smishtank:wrong number
s02322,Hi Mum I accidentally dropped phone and smashed the screen so Im using an old one can you save my new number <PHONE> for the time being,scam,impersonation,smishtank,,smishtank:hey mum/dad
s02323,Please note: You're not to purchase any items all work supplies have been booked by the department and awaiting payment! Do you have ? You're to make a payment worth $719 to the information below and send confirmation of payment when completed.,scam,other_scam,smishtank,,smishtank:others
s02324,Dear Customer Your SBI will be Expire <DATE> Please update your Pan card number thank you click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02325,Dear SBI User Your SBI account will be deactivated <URL>ease click on the Link below and update PAN number immediately <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02326,Dear HDFC User Your HDFC Netbanking will be Block <DATE> Please click on the link and update your PAN no. immediately- <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02327,Dear Customer your HDFC Bank Account Will be Suspended Today Please now visit <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02328,From Wells Fargo Fraud Alert: We detected Unusual activity on <DATE> on your WF account. to secure your account from unusual activity click the link; <URL> and proceed,scam,bank_phish,smishtank,,smishtank:banking
s02329,UBP FINAL WARNING: Your registered mobile number needs to be updated. Please update here: <URL> to continue receiving One-Time PIN(OTP),scam,bank_phish,smishtank,,smishtank:banking
s02330,Thank you for submitting form on NVSP. Your form reference id is BXN866561538 ECI.,scam,other_scam,smishtank,,smishtank:government
s02331,Dear Customer your Y0N0 Account will be blocked by <DATE> please update your PANCARD now click the link <URL> SBI,scam,bank_phish,smishtank,,smishtank:banking
s02332,RBR3LBQOPV Confirmed. Ksh10.00 sent to POSTAL CORPORATION OF . for account <ACCT>. New M-PESA balance is . Transaction cost Ksh0.00. Amount you can transact within <DATE> is <ACCT>.00. Sign up minors on,scam,bank_phish,smishtank,,smishtank:banking
s02333,Here is your Winner ID: M52s239S857 Send a message to the delivery company they will guide you through the process.,scam,delivery_fee,smishtank,,smishtank:delivery
s02334,FNB:-) Your Account is not updated on the 2023 server and will be blocked in <DATE>. Click-> <URL> & Update Account,scam,bank_phish,smishtank,,smishtank:banking
s02335,Dear HDFC user your HDFC Netbanking will be Block Today Please click on the link and update your PAN no. immediately- <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02336,Dear User Your SBI YONO Account will be Closed <DATE> plz Update Your PAN Card in 10 mint immediately Click in link,scam,bank_phish,smishtank,,smishtank:banking
s02337,Dear Customer Your Sbi yono account will be suspended <DATE> Please update your Pan Card click on the <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02338,Dear customer your documents has been expired <DATE>. Please call customer care no. <ACCT> immediately your blocked within <DATE> thank you.,scam,other_scam,smishtank,,smishtank:telecom
s02339,Dear Customer your SBI YONO A/c will be suspend! please click on the link to update your Pan Card Link <URL> SBI TEAM,scam,bank_phish,smishtank,,smishtank:banking
s02340,Dear Customer Your SBI Net Banking Account will be Blocked <DATE>. Please click on the link to update your PAN card,scam,bank_phish,smishtank,,smishtank:banking
s02341,LinKt reminder: Don’t forget to pay your toll bill $6.95 before <DATE>. Penalty will apply whens overdue. Tap and pay on <URL>,scam,other_scam,smishtank,,smishtank:others
s02342,Dear consumer Your electricityts will be disconnected <DATE> at 9.30pm because your <DATE> bill is not updated. Please Contact electricityts officer <DATE>,scam,other_scam,smishtank,,smishtank:others
s02343,Dear User Your HDFC Credit Card Rewards Points Worth Rs.4873 will expire <DATE> Kindly Redeem points in Cash Click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02344,DEAR SBI YONO USER Your A/c-will be blocked <DATE> update-PANCARD for KYC verify your account login with NetBanking click link,scam,bank_phish,smishtank,,smishtank:banking
s02345,Evri: Your order 2A7178 is at your local depot since nobody answered. Book via:,scam,delivery_fee,smishtank,,smishtank:delivery
s02346,We want to inform you that we have received a complaint against you. Kindly get in touch with the relevant authorities and share with us a clearance mail/ letter from their end so that we can unblock you. Sharing the details below: Acknowledgement / Complaint No. :- <ACCT> Cyber's Details:- Name CHITTOOR 1 TOWN PS Designation Police Sub-Inspector (SI) Mobile <ACCT> Email sho <EMAIL> Alternative Cyber's details:- Email id: dsp-dcrb-ctr.apl@<URL> State: ANDHRA PRADESH,scam,other_scam,smishtank,,smishtank:government
s02347,I bless your generosity my highest gratitude and appreciation for all the love and support you've shown me during my staying in BBT I'm so grateful❤️🙏🏼❤️🙏🏼,scam,other_scam,smishtank,,smishtank:others
s02348,We require you to confirm your 2FA details to prevent account suspension via: <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02349,Dear Customer Your SBI CREDIT CARD Reward point Rs.5000 Will Expire By <DATE>. Kindly Redeem Point in cash by Click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02350,I need you to pay this invoice ASAP... Wire here...,scam,other_scam,smishtank,,smishtank:others
s02351,Dear Customer your SBI Netbanking Account will be suspended by <DATE> please Update your PANCARD Click here link,scam,bank_phish,smishtank,,smishtank:banking
s02352,Dear Customer your S.B.I will be <URL> please Update your PAN Card visit the link <URL> -SBIpan,scam,bank_phish,smishtank,,smishtank:banking
s02353,Dear user your SBI Y0N0 A/C Will Be CLOSE <DATE>. please click here link update your Pan Card Number Thank you,scam,bank_phish,smishtank,,smishtank:banking
s02354,Notification. Dear Consumer Your {Electricity} Power Will Be (Disconnected) <DATE> At <DATE> From {Electricity} Office Because Your <DATE> Bill Was Not Updated Please immediately Contact With Our E'lectricity Officer Or Send WhatsApp Payment Screen Shot Or .. <PHONE> Thank You,scam,other_scam,smishtank,,smishtank:others
s02355,Dear SBI YONO USER A/C will beblocked <DATE> Update PANCARD for KYC Verify login <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02356,Dear HDFC User Your HDFC NetBanking will be Suspended Today Please click on the link and update your PAN No.,scam,bank_phish,smishtank,,smishtank:banking
s02357,eFlow: Due to recent updates to our system you need to update your account information to continue using tag.,scam,other_scam,smishtank,,smishtank:others
s02358,You have new informations regarding your income taxes. visit <URL> to review your new amendments and payments,scam,other_scam,smishtank,,smishtank:government
s02359,Dear Customer ur a/c bal is Rs.0.80 & valid until <DATE> pl ignoreif you have valid bundleselse recha...,scam,other_scam,smishtank,,smishtank:telecom
s02360,Dear customer Your H D F C. Net banking will be Block <DATE>. Click on the link to update your P A N. Immediately- <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02361,Applepay: Dear user due to the recent data upgrade and maintenance apple pay wishes to serve you better you are required to validate your apple pay information to avoid closure click below to validate your information,scam,bank_phish,smishtank,,smishtank:banking
s02362,Please enter this One Time PIN to log onto your Safaricom World account. DO NOT SHARE THIS PIN.,scam,other_scam,smishtank,,smishtank:telecom
s02363,You have subscribed successfully to Mlearn Premium service for 1.5 AED/Day VAT inclusive. Your subscription will be auto renewed. To use the service please visit (<URL>) To unsubscribe send Stop ML5 to 1423. By subscribing to the service you are accepting all Terms & Conditions of the service & authorize du to share your mobile number with our partner Victory Link who manages this subscription service. Dear User please use the below credentials for login Username : Pwd : URL : <URL> You've successfully opted-out from Mlearn Premium service.,scam,other_scam,smishtank,,smishtank:telecom
s02364,A new payee was added <DATE>:<URL> . Visit now if this was not you,scam,bank_phish,smishtank,,smishtank:banking
s02365,Dear AH SAMPEAR Your vehicle licence for expires on <DATE>. The total amount due is <ACCT>.00. Renew your licence online at <URL> and your disc will be delivered within <DATE> to your preferred address. Alternatively present this notice number 4 at the licensing offices. Brought to you by the RTMC.,scam,other_scam,smishtank,,smishtank:government
s02366,Dear Customer your SBI Netbanking Account will be Suspended by <DATE> please update your PAN Card now visit the link,scam,bank_phish,smishtank,,smishtank:banking
s02367,Dear SBI Customer Rs.7800 withdrawn at SIB ATM <DATE> from A/<ACCT> on 13Dec22 Transaction Number <ACCT>. Available Balance Rs.71. If not withdrawn by you forward <DATE> / call <PHONE> or <PHONE> to block your card. Download YONO SBI. Use SBI ATMs.,scam,bank_phish,smishtank,,smishtank:banking
s02368,We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information please follow the instructions by click on link below : <URL>:911,scam,other_scam,smishtank,,smishtank:others
s02369,Shipped: You have a package from . Your,scam,delivery_fee,smishtank,,smishtank:delivery
s02370,Congratulations Sir you are eligible for a pre-approved loan from Bajaj Finance.,scam,bank_phish,smishtank,,smishtank:banking
s02371,Dear SBI Account User Your Account has been blocked <DATE> please update PAN card again Update Online Processing Self Verify here <URL> SBI TEAM,scam,bank_phish,smishtank,,smishtank:banking
s02372,Dear user your HDFC bank Account will be closed <DATE> please update your PAN No via given link <URL> thank you!,scam,bank_phish,smishtank,,smishtank:banking
s02373,Attn Your incometax-refund of <ACCT> was miscalculated please follow <URL> to claim.,scam,other_scam,smishtank,,smishtank:government
s02374,Dear customer your YONO SBI account will be blocked. Please update your PANCARD. Click here <URL> Dear customer your YONO SBI account will be blocked. Please update your PANCARD. Click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02375,Dear Customer your State Bank account will be hold please update your KYC immediately click to http://,scam,bank_phish,smishtank,,smishtank:banking
s02376,Dear HDFC user your A/c will be closed <DATE>. Click on the link and update your KYC <URL> HDFC BANK,scam,bank_phish,smishtank,,smishtank:banking
s02377,Dear Customer Your Jio SIM Document Verification is Pending Please Call Our Customer No <PHONE> your Service Will Be Blocked Within24 HrsCall immediately,scam,other_scam,smishtank,,smishtank:telecom
s02378,Dear Your office Return has yet to be filed and needs it urgent attention. Respond <URL> with work email to act as stated on the Page.,scam,other_scam,smishtank,,smishtank:government
s02379,Dear User Your SBI YON0 A-C will b...,scam,bank_phish,smishtank,,smishtank:banking
s02380,Dear Customer Your HDFC bank account has been blocked <DATE> please update your PAN Card Immediately via link <URL> Thank you,scam,bank_phish,smishtank,,smishtank:banking
s02381,Hello your credit union account has been placed on hold please verify your account follow <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02382,Dear Customer Your HDFC Netbanking A/C will be blocked by <DATE> please update your PANCARD Just click on link,scam,bank_phish,smishtank,,smishtank:banking
s02383,Dear User Your SBI YON0 A-C will be Suspended please update your PAN CARD IMMEDIATELY Click here link,scam,bank_phish,smishtank,,smishtank:banking
s02384,Dear MAMTA CHAUHAN Agent (Mobile No. <PHONE>) will visit you for Aadhaar e-KYC (Biometric) for HDFC Bank IOCL CO BRAND CARD. <DATE> is your Reference No. to provide consent & initiate Aadhaar e-KYC (Biometric). Consent will be displayed on application journey. Accept it by clicking on Agree button. Input Reference No. yourself as directed by the Agent and only when Agent is at your premises. - SahiBnK Mitra powered by Manipal Business Solutions,scam,bank_phish,smishtank,,smishtank:banking
s02385,Dear SBI Customer your Account will be Blocked <DATE>. Please KYC /PAN Card update below link <URL> Thanks you.,scam,bank_phish,smishtank,,smishtank:banking
s02386,Dear Customer SBI Bank account will be suspend <DATE> please click here to link and update your Pan no immediately click here.,scam,bank_phish,smishtank,,smishtank:banking
s02387,Dear customer your Electricity power will be disconnect <DATE> at 9:30pm from Electricity office because your <DATE> bill was not update please immediately contact with our Electricity. office call now <PHONE> Thank you,scam,other_scam,smishtank,,smishtank:others
s02388,Dear Customer your Electricity power will be cut to at 9:30pm because your <DATE> bill was not updated please call immediately electricity office no.<PHONE> Thank you.,scam,other_scam,smishtank,,smishtank:others
s02389,Dear Customer Your SBI Account will be Expire <DATE> Please update your PAN Card Number thank you click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02390,hi mum i broke my phone and im messaging you of my friends number. can you please WhatsApp me on my new number <PHONE> their phone is dying,scam,impersonation,smishtank,,smishtank:hey mum/dad
s02391,are invited to attend an interview at O'Keeffe & Swartz on <DATE> @ 09:30am. Please bring a pen copy of your CV and certified copies of your ID & Matric certificate to 318 . Kind Regards OKS Recruitment - 011 777,scam,other_scam,smishtank,,smishtank:others
s02392,We were unable to validate your billing information. Please confirm your current info to avoid your line being suspended: <URL>,scam,other_scam,smishtank,,smishtank:telecom
s02393,Pay: You have a bill that will be overdue and incur a penalty. Please check and complete the payment: bbt.ty/3TRQdLw We were unable to process your order. Please call 98X XX32 to update your information for delivery to proceed.,scam,delivery_fee,smishtank,,smishtank:delivery
s02394,['Dear customer your sbi YONO account will be suspended by <DATE> please update your pan card now visit the link <URL>' 'Dear customer your sbi YONO account will be suspended by <DATE> please update your pan card now visit the link <URL>'],scam,bank_phish,smishtank,,smishtank:banking
s02395,Dear ICICI customer your ICICI A/C will be suspended <DATE> due to incomplete KYC immediately update your PAN 10min click here <URL> ICICI TEAM,scam,bank_phish,smishtank,,smishtank:banking
s02396,Don't get your heart broken by SMishing scams. The IRS will never text you.,scam,other_scam,smishtank,,smishtank:government
s02397,Dear SBI YONO USER Your A/C will be blocked <DATE> Update PANCARD for KYC Verify login with..,scam,bank_phish,smishtank,,smishtank:banking
s02398,SANTANDER: We've noticed an unusual login attempt into your online account please login to review your account: <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02399,Dear customer your SBI account has been block please update pancard immediately click hear SBI TEAM,scam,bank_phish,smishtank,,smishtank:banking
s02400,Dear SBI User your SBI YONO account has been Blocked <DATE> Please update your PAN CARD details in below link.,scam,bank_phish,smishtank,,smishtank:banking
s02401,Dear Consumer Your Electricity power will be disconnected to night at 9:30pm from electricity office because your <DATE> bill was not updated please contact immediatly <DATE> Electricity officer thanks.,scam,other_scam,smishtank,,smishtank:others
s02402,Your package is on hold at the post office because of delivery address is wrong please fill in the address online.[US-PS],scam,delivery_fee,smishtank,,smishtank:delivery
s02403,DEAR SBI USER Your SBI A/C has been blocked <DATE>. Update PANCARD verify your A/C with login netbanking for KYC click here link,scam,bank_phish,smishtank,,smishtank:banking
s02404,HiTaskopenedfor You are selected join our company and wage is 8700 RS. ThanksSentviaYSUITE,scam,other_scam,smishtank,,smishtank:others
s02405,We are having trouble delivering your package due to an incorrect address. Please update your address details to avoid your package will be returned to the seller.,scam,delivery_fee,smishtank,,smishtank:delivery
s02406,Dear consumer your electricity power will be disconnected. <DATE> at <DATE> From Electricity office Because your <DATE> bill was not update. please immediately contact with our electricity officer call <PHONE> thanks,scam,other_scam,smishtank,,smishtank:others
s02407,Dear Customer your SBI NET-BANKING Account Will be Blocked Today Please now visit the link,scam,bank_phish,smishtank,,smishtank:banking
s02408,RM0 CIMB BANK:RM 5.88 was charged to your Debit Card on 25-05-23 at FACEBK *T26C7S7. Pls call the no. at the back of your card for any enquiry,scam,bank_phish,smishtank,,smishtank:banking
s02409,Dear customer your HDFC credit card points worth INR 5000 expired by <DATE>. Kindly redeem your points in cash by click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02410,Santander - You have successfully added payee at 17:20. Not you? visit:<URL>,scam,bank_phish,smishtank,,smishtank:banking
s02411,Santander: An attempt to add as a trusted payee was successful on 28/01. If this was NOT you visit: <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02412,Dear 954786XXXX Your A/C <URL>XXXX276 is Credited With Rs.10230/- For Details Check Now : <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02413,Dear HDFC User Your HDFC NetBanking will be Suspended <DATE> Please click on the link and update your PAN no <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02414,Thank you for donating Rs 20/-(plus tax) to Shaukat Khanum Hospital. This will help treat poor cancer patients. To donate again please reply to this message.,scam,other_scam,smishtank,,smishtank:others
s02415,Confirmed: Hey! Your order of 1 item(s) worth INR 356 is confirmed. We will ship your order in the next <DATE>. Track status: <URL> Please be careful of fraudulent calls and ! Nykaa will never call you with offers pertaining to free gifts or prizes or ask for payments through links. Team Nykaa.,scam,other_scam,smishtank,,smishtank:others
s02416,As a security check against your PayPal account has been restricted. Please click on the following link to provide your information: <URL> If we do not receive a response to our verification attempt within <DATE> we will permanently limit your account. Thank you PayPal,scam,bank_phish,smishtank,,smishtank:banking
s02417,Your ICICI credit card reward points Worth INR-9820 Will Expire By <DATE> Kindly Redeem Your Points In Cash By Clicking Here,scam,bank_phish,smishtank,,smishtank:banking
s02418,LinKt reminder: Please pay your toll bill $6.95 ASAP. Click <URL> for details.,scam,other_scam,smishtank,,smishtank:others
s02419,Dear Customer we've updated address for Cust ID XXXX. The address for your loan/ Credit Card A/c's will also be changed as <URL>gards HDFC Bank,scam,bank_phish,smishtank,,smishtank:banking
s02420,NEW DHAMAKA OFFER HDFC BANK Providing Personal loan @10.35% loan amount Maximum 75lakh & 7yrs No locking period No hidden charges Apply call <PHONE>,scam,bank_phish,smishtank,,smishtank:banking
s02421,Dear Customer Your HDFC Credit Card Points Worth Rs.7600 Will Expired By <DATE>. Kindly Redeem Points In Cashback By Clicking On,scam,bank_phish,smishtank,,smishtank:banking
s02422,DEAR SBI YONO USER Your A/c will be blocked <DATE> update-PANCARD for KYC-verify your account login with NetBanking click link.,scam,bank_phish,smishtank,,smishtank:banking
s02423,Ooops! Your bill is currently on hold pay: <URL> Or your mobile service will be frozen and you will be fine. (Ref# <PHONE>),scam,other_scam,smishtank,,smishtank:telecom
s02424,My name is and I am a senior member of the OnePlus Support Team. Please accept our sincere apologies for the delay in responding. We appreciate you taking the time effort and patience to contact us. We noticed that your service request for repair has been completed after checking our records. Please confirm if the issue is resolved. In case the problem is not resolved please contact us again so that we can re-escalate the issue to the appropriate team. Please call us at <PHONE> if you have any further questions (<DATE>). We are confident that your interaction with us <DATE> was positive and we value your feedback and opinions. We would be grateful if you could rate us in a survey that you will receive shortly. Please respond to us within <DATE> or the link will expire. The survey will take you <DATE> to complete. Thank you for choosing OnePlus.,scam,other_scam,smishtank,,smishtank:others
s02425,Your bank account has been placed on hold. Call XXX-XXX-XXXX free to resolve now,scam,bank_phish,smishtank,,smishtank:banking
s02426,DEAR SBI USER Your A/C has been blocked <DATE>. Update PANCARD verify your A/C with login NetBanking for KYC click here link,scam,bank_phish,smishtank,,smishtank:banking
s02427,Credit Union: Hello your credit union account has been placed on a hold please verify your account:,scam,bank_phish,smishtank,,smishtank:banking
s02428,Dear SBI USER A/C will be blocked <DATE> Update PANCARD for KYC Verify login . <URL> https://,scam,bank_phish,smishtank,,smishtank:banking
s02429,Linkt: Your payment is overdue on <DATE> to stop any severe penalty please see https://,scam,other_scam,smishtank,,smishtank:others
s02430,Dear customer your SBI yono account will be hold <DATE> please update your KYC immediately click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s02431,Dear Customer your account has been debited recently? To check and explore more services log in to ICICI Bank's iMobile Pay app at <URL> . T&Cs.,scam,bank_phish,smishtank,,smishtank:banking
s02432,DEAR SBI YONO USER YOUR A/C PAN KYC HAS BEEN SUSPENDED <DATE>. PLEASE UPDATE PAN CARD FOR EKYC THROUGH NETBANKING. click here.,scam,bank_phish,smishtank,,smishtank:banking
s02433,Hello I'm from APS jobs Agency . Recently we have a few vacancies like Part-time/Full-time and Freelance. May I share more details with you?,scam,other_scam,smishtank,,smishtank:others
s02434,We could NOT add G to your payee list. If this was not you please visit:,scam,bank_phish,smishtank,,smishtank:banking
s02435,Number <ACCT> successfully modify the sharing quota to 5120 with you on Data Bundles. Number <ACCT> successfully modify the sharing quota to 2120 with you on Data Bundles. Number <ACCT> share with you on until <DATE> and the limitation is 5120MB. Number <ACCT> successfully modify the sharing quota to 5120 with you on Data Bundles. Number <ACCT> share with you on until <DATE> and the limitation is 5120MB.,scam,other_scam,smishtank,,smishtank:telecom
s02436,Your KYC has been updated success-fully and you will get 1205 cashback in your wallet. To get the cashback click here to the link,scam,bank_phish,smishtank,,smishtank:banking
s02437,"Dear user your ""PAYTM"" account will be blocked within <DATE>. please update your PAN card click in link and update your Paytm <URL>",scam,bank_phish,smishtank,,smishtank:banking
s02438,Rogers has sent you a payment due to error charge on your last mobile bil. Sorry for the inconvenience:,scam,other_scam,smishtank,,smishtank:telecom
